,ref_url,submitter_name,submitter_email,submitter_institution,generation_date,method,smiles,ref_mols,original ID,ID,ROMol,inchikey,tags,ref_pdb,alias,HIPPO ID,original SMILES
331,None,None,None,,None,None,,"cx0935a,cx1271d",cx0935a-cx1271d,cx0935a-cx1271d,<rdkit.Chem.rdchem.Mol object at 0x167f96180>,WZOLBARQWWYVFM-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'arg144_pures', 'select (JA) [arg144_pures]', 'raw', 'butcher: arginine']",cx0270a,cx0935a-cx1271d,4622,Cc1c[nH]c2cccc(C(=O)Nc3ccc(O)cc3)c12
332,None,None,None,,None,None,,"cx0935a,cx1278a",cx0935a-cx1278a,cx0935a-cx1278a,<rdkit.Chem.rdchem.Mol object at 0x167f961f0>,XPKCWEBJKCHHHK-NJBDSQKTSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0935a-cx1278a,4624,COCC(=O)N[C@H]1CC[C@@H](O)C[C@]12CNC[C@@H]2C(=O)OC
333,None,None,None,,None,None,,"cx1338a,cx0935a",cx0935a-cx1338a,cx0935a-cx1338a,<rdkit.Chem.rdchem.Mol object at 0x167f96260>,GFRGFEKAWRJWKE-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0935a-cx1338a,4631,COCC(=O)Nc1ccc(O)c2ccc(N)nc12
334,None,None,None,,None,None,,"cx0935a,cx1338c",cx0935a-cx1338c,cx0935a-cx1338c,<rdkit.Chem.rdchem.Mol object at 0x167f962d0>,OTAYIHAXQCNBJL-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0935a-cx1338c,4632,Nc1ccc2c(CNc3ccc(O)cc3)cccc2n1
335,None,None,None,,None,None,,"cx0935a,cx1353a",cx0935a-cx1353a,cx0935a-cx1353a,<rdkit.Chem.rdchem.Mol object at 0x167f96340>,XMHJIXAUMMKGLT-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0935a-cx1353a,4633,COCC(=O)Nc1ccc(O)cc1N
336,None,None,None,,None,None,,"cx1372a,cx0935a",cx0935a-cx1372a,cx0935a-cx1372a,<rdkit.Chem.rdchem.Mol object at 0x167f963b0>,JVZUSVQRUZFJRS-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0935a-cx1372a,4636,COCC(=O)Nc1ccc(O)c(Cl)c1C(N)=O
337,None,None,None,,None,None,,"cx0935a,cx1379a",cx0935a-cx1379a,cx0935a-cx1379a,<rdkit.Chem.rdchem.Mol object at 0x167f96420>,NOTHHIFKOUUDHK-CXTNEJHOSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0935a-cx1379a,4637,COCC(=O)N[C@H]1CC[C@@H](O)C[C@]12CCCC[C@@H]2CO
338,None,None,None,,None,None,,"cx0935a,cx1379g",cx0935a-cx1379g,cx0935a-cx1379g,<rdkit.Chem.rdchem.Mol object at 0x167f96490>,NFWYJGDOYHNCOW-HOTGVXAUSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0935a-cx1379g,4639,CN1c2cccc(CO)c2O[C@H](O)[C@H]1Nc1ccc(O)cc1
339,None,None,None,,None,None,,"cx1402b,cx0935a",cx0935a-cx1402b,cx0935a-cx1402b,<rdkit.Chem.rdchem.Mol object at 0x167f96500>,PAYFJUUAHSNYFV-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0935a-cx1402b,4640,Oc1ccc(Nn2cccc3ccnc2-3)cc1
340,None,None,None,,None,None,,"cx0935a,cx1402f",cx0935a-cx1402f,cx0935a-cx1402f,<rdkit.Chem.rdchem.Mol object at 0x167f96570>,HMSVYRBFIWFWJE-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'select (JA) [arg144_pures]', 'raw', 'butcher: arginine']",cx0270a,cx0935a-cx1402f,4642,O=C(Nc1ccc(O)cc1)c1ccc2ccnc-2n1O
341,None,None,None,,None,None,,"cx0935a,cx1440b",cx0935a-cx1440b,cx0935a-cx1440b,<rdkit.Chem.rdchem.Mol object at 0x167f965e0>,FXMHNJCWYFUXEW-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0935a-cx1440b,4644,Oc1ccc(Nc2ncc3ccccc3c2O)cc1
342,None,None,None,,None,None,,"cx1444a,cx0935a",cx0935a-cx1444a,cx0935a-cx1444a,<rdkit.Chem.rdchem.Mol object at 0x167f96650>,CIPQOZURUVCWIO-NEPJUHHUSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'select (DF) [arg144_pures]', 'arg144_pures', 'select (JA) [arg144_pures]', 'raw', 'butcher: arginine']",cx0270a,cx0935a-cx1444a,4647,COCC(=O)N[C@H]1CC[C@@H](O)CC12CCCCC2
343,None,None,None,,None,None,,"cx0692a,cx0969a",cx0969a-cx0692a,cx0969a-cx0692a,<rdkit.Chem.rdchem.Mol object at 0x167f966c0>,ARCUOSJFSRBOMH-SNVBAGLBSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'select (JA) [arg144_pures]', 'raw', 'butcher: arginine']",cx0270a,cx0969a-cx0692a,4664,COCC(=O)N[C@@H]1COc2ccc(CO)cc21
344,None,None,None,,None,None,,"cx0935a,cx0969a",cx0969a-cx0935a,cx0969a-cx0935a,<rdkit.Chem.rdchem.Mol object at 0x167f96730>,ZDWGNBSGUHYTRW-RYUDHWBXSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'select (DF) [arg144_pures]', 'arg144_pures', 'select (JA) [arg144_pures]', 'raw', 'butcher: arginine']",cx0270a,cx0969a-cx0935a,4675,COCC(=O)N[C@H]1c2cc(CO)ccc2O[C@@H]1O
345,None,None,None,,None,None,,"cx0289a,cx0969b",cx0969b-cx0289a,cx0969b-cx0289a,<rdkit.Chem.rdchem.Mol object at 0x167f967a0>,NCILFCAMRSYQKX-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'select (JA) [arg144_pures]', 'raw', 'butcher: arginine']",cx0270a,cx0969b-cx0289a,4724,Nc1ccc(S(=O)(=O)Nc2cc(CO)cc3c2OCC3)cc1
346,None,None,None,,None,None,,"cx0289a,cx0969d",cx0969d-cx0289a,cx0969d-cx0289a,<rdkit.Chem.rdchem.Mol object at 0x167f96810>,NCILFCAMRSYQKX-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'select (DF) [arg144_pures]', 'arg144_pures', 'select (JA) [arg144_pures]', 'raw', 'butcher: arginine']",cx0270a,cx0969d-cx0289a,4790,Nc1ccc(S(=O)(=O)Nc2cc(CO)cc3c2OCC3)cc1
347,None,None,None,,None,None,,"cx1260a,cx0969d",cx0969d-cx1260a,cx0969d-cx1260a,<rdkit.Chem.rdchem.Mol object at 0x167f96880>,BPORPDJTOBNPCL-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'select (JA) [arg144_pures]', 'raw', 'butcher: arginine']",cx0270a,cx0969d-cx1260a,4809,C1CNC2=C(C1)C1=C(CC2)OCC1
348,None,None,None,,None,None,,"cx0935a,cx0969d",cx0969d-cx0935a,cx0969d-cx0935a,<rdkit.Chem.rdchem.Mol object at 0x167f968f0>,XIZQDAMBIPVMJZ-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0969d-cx0935a,4813,OCc1cc2c(c(Nc3ccc(O)cc3)c1O)OCC2
349,None,None,None,,None,None,,"cx1440f,cx0969d",cx0969d-cx1440f,cx0969d-cx1440f,<rdkit.Chem.rdchem.Mol object at 0x167f96960>,LNAVTMNVGRFOOR-MRVPVSSYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'select (DF) [arg144_pures]', 'arg144_pures', 'select (JA) [arg144_pures]', 'raw', 'butcher: arginine']",cx0270a,cx0969d-cx1440f,4853,N[C@@H]1COc2ccc(CO)cc21
350,None,None,None,,None,None,,"cx0692a,cx0969f",cx0969f-cx0692a,cx0969f-cx0692a,<rdkit.Chem.rdchem.Mol object at 0x167f969d0>,HZMWNEMTDOMFDH-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0969f-cx0692a,4873,O=C(Nc1ccccc1)c1c(CO)cc2c(c1O)OCC2
351,None,None,None,,None,None,,"cx0935a,cx0969f",cx0969f-cx0935a,cx0969f-cx0935a,<rdkit.Chem.rdchem.Mol object at 0x167f96a40>,XIZQDAMBIPVMJZ-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0969f-cx0935a,4885,OCc1cc2c(c(Nc3ccc(O)cc3)c1O)OCC2
352,None,None,None,,None,None,,"cx0692a,cx1075a",cx1075a-cx0692a,cx1075a-cx0692a,<rdkit.Chem.rdchem.Mol object at 0x167f96ab0>,GLWBHHUWZUOZOL-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx1075a-cx0692a,4941,COCC(=O)Nc1cc(Br)cc(N)n1
353,None,None,None,,None,None,,"cx0692a,cx1076a",cx1076a-cx0692a,cx1076a-cx0692a,<rdkit.Chem.rdchem.Mol object at 0x167f96b20>,FNHGBIFBXKFXQD-OUJBWJOFSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx1076a-cx0692a,4995,COCC(=O)N[C@H]1CCCC[C@]12C(=O)NCC[C@@H]2Br
354,None,None,None,,None,None,,"cx0935a,cx1076a",cx1076a-cx0935a,cx1076a-cx0935a,<rdkit.Chem.rdchem.Mol object at 0x167f96b90>,YIHYBZYHLNJFRX-APOZVJGGSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx1076a-cx0935a,5004,COCC(=O)N[C@H]1CC[C@@H](O)[C@]12C(=O)NCC[C@@H]2Br
